auser_info_id,extrc_word_nm,info_obtn_dt,auser_sxdst_cd,age_group_cd,occpn_nm,hshld_incm_group_nm,mrrg_yn_nm,chdrn_yn_nm,rsid_fom_nm,auser_ara_ctprv_nm,auser_ara_gu_nm,auser_ara_dong_nm,car_group_nm,craln_tlphn_mkr_nm,craln_tlphn_sbscr_cmpn_nm,info_obtn_site_url,info_obtn_site_subjc_nm
D***28,제주환상자전거길,201908**,F,5,무직,200~299만원,아니오,          ,오피스텔,경기,고양시 덕양구,원흥동,"경차 (모닝, 스파크 등)",삼성,KT,https://m.blog.naver.com/rushroom/221653690042,제주환상자전거길종주 3일차 위미항세화 길이 너무 좋았던 날
D***01,동해안자전거길,201908**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",700~799만원,아니오,          ,아파트/ 주상복합,서울,서대문구,천연동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)",삼성,KT,https://m.blog.naver.com/youngrider77/221598691410,동해안 자전거길경북 국토종주 힐링이었어요
D***92,남강자전거길,201908**,M,4,"서비스직 (요식업, 숙박업, 미용실종업원)",100~199만원,예    ,자녀 있음 ,아파트/ 주상복합,인천,남구,도화2동,"소형SUV/CUV (티볼리, QM3 등)",LG,KT,https://m.blog.naver.com/ohara9039/221714940094,진주 남강자전거길 진주자전거도시
D***25,아라뱃길자전거길,201908**,M,2,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,아니오,          ,연립주택/ 다세대/ 빌라,경기,안산시 단원구,와동,,삼성,SKT,https://m.blog.naver.com/ejsong12/221532035147,아라뱃길자전거길소래포구
D***52,갑천자전거길,201908**,M,4,"사무직 (일반사무직, 공무원, 직업군인)",100~199만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,서대문구,홍은동,,삼성,KT,https://m.blog.naver.com/sanaeyoo/221571148427,갑천 자전거길 저녁 라이딩 도안동까지 이틀 다녀오다
D***,금호강자전거길,201908**,M,3,,,      ,          ,,경북,포항시 남구,상도동,,,,https://m.blog.naver.com/kjjtlove/221545472432,1분 영상 금계국이 있는 금호강 자전거길
D***,이화령자전거길,201908**,F,2,,,      ,          ,,인천,남구,용현동,,,,https://m.blog.naver.com/u-jeen/221569533546,새재자전거길 이화령 라이딩
D***,제주환상자전거길,201908**,M,2,,,      ,          ,,광주,동구,금남로5가,,,,https://m.blog.naver.com/iwhitefish/221538412341,2019 4월 2주차 제주환상 자전거길 국토종주 라이딩 기록 last
D***,금호강자전거길,201908**,M,3,,,      ,          ,,부산,금정구,두구동,,,,https://m.blog.naver.com/kjjtlove/221545472432,1분 영상 금계국이 있는 금호강 자전거길
D***,섬진강자전거길,201908**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",600~699만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,강남구,대치2동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)",LG,LG U+,https://blog.naver.com/kkumbc/221481545931,국토종주 섬진강 자전거길 9 광양 송정공원다압제방
D***3,섬진강자전거길,201908**,M,3,,,      ,          ,,전북,군산시,수송동,,,,https://m.blog.naver.com/bio5343/221621127465,섬진강자전거길 곡성에서하동까지
D***0,금강자전거길,201908**,M,3,,,      ,          ,,경기,수원시 영통구,하동,,,,https://m.blog.naver.com/whochoi2060/221585935029,두 번째로 찾은 여름의 금강자전거길
D***3,낙동강자전거길,201908**,F,3,,,      ,          ,,경기,남양주시,와부읍,,,,https://m.blog.naver.com/24oo/221681282519,국토종주 낙동강 자전거길 창녕함안보  낙동강하구둑 3
D***9,동해안자전거길,201908**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",700~799만원,아니오,          ,단독주택,강원,춘천시,후평2동,"중형차 (쏘나타, K5, 말리부, 골프급 등)",삼성,SKT,https://m.blog.naver.com/myeongsooryu/221583428721,동해안 자전거길 계획 짜기
D***3,낙동강자전거길,201908**,M,2,,,      ,          ,,대구,남구,봉덕1동,,,,https://blog.naver.com/juneyoup1/221513460829,낙동강 자전거길 캠핑 종주 상편 2박3일 코스소개 안동대구 2
D***3,금호강자전거길,201908**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,용인시 처인구,역북동,"중형차 (쏘나타, K5, 말리부, 골프급 등)",삼성,SKT,https://m.blog.naver.com/kjjtlove/221718556638,금호강 자전거길 고속 열차 금호강 일몰
D***1,대성리역자전거길,201908**,M,4,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,예    ,자녀 없음 ,연립주택/ 다세대/ 빌라,서울,은평구,응암2동,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)",애플,KT,https://m.blog.naver.com/lisd1225/221657096069,대성리역 자전거길 가을에걷기좋은길
D***2,섬진강자전거길,201908**,M,3,"생산/노무직 (생산감독, 경비원, 공장근로자)",200~299만원,아니오,          ,연립주택/ 다세대/ 빌라,경남,김해시,장유면,"소형차 (액센트, 프라이드, 아베오, 피아트급 등)",삼성,SKT,https://blog.naver.com/kkumbc/221524893180,섬진강 자전거길 왕복 종주 섬진강댐순창 유촌대교
D***1,남강자전거길,201908**,M,2,,,      ,          ,,경북,영주시,휴천3동,,,,https://m.blog.naver.com/suya6904/221655728331,진주 남강자전거길 걷기 상평교혁신도시 자전거도로 개통
D***0,남한강자전거길,201908**,M,2,,,      ,          ,,서울,양천구,신정6동,,,,https://m.blog.naver.com/kkj3ng/221648051957,남한강 자전거길 라이딩
D***5,평화누리자전거길,201908**,F,2,"학생 (초중고학생, 대학생, 대학원생)",100~199만원,아니오,          ,연립주택/ 다세대/ 빌라,대구,서구,내당4동,,삼성,알뜰폰(MVNO),https://m.blog.naver.com/milcamp/221686629317,김포평화누리 자전거길
D***5,경춘선자전거길,201908**,M,2,,,      ,          ,,경기,시흥시,거모동,,,,https://m.blog.naver.com/mmosoon/221681221552,191016 경춘선자전거길  퇴계원역사릉역금곡역남양주시청제1청사
D***8,오천종주자전거길,201908**,M,3,,,      ,          ,,인천,동구,송현동,,,,https://m.blog.naver.com/kdha83/221532369465,20190505 오천 종주 오천 자전거길
D***6,섬진강자전거길,201908**,M,3,,,      ,          ,,서울,용산구,효창동,,,,https://blog.naver.com/kimdanjjang/221509107946,국토종주 섬진강 자전거길을 가다       너무 이뻐서 하루종일 달렸다
D***8,한강자전거길,201908**,F,2,무직,400~499만원,아니오,          ,아파트/ 주상복합,대구,동구,신암2동,"소형SUV/CUV (티볼리, QM3 등)",삼성,KT,https://m.blog.naver.com/nilsrine85/221638945009,한강자전거길따라 양평두물머리까지 라이딩
D***2,제주도해안도로자전거길,201908**,F,5,,,      ,          ,,서울,송파구,장지동,,,,https://m.blog.naver.com/ciemania/221605297627,제주맛집 차귀도맛집 제주도 해안도로 자전거길 맛집 신가네 짬뽕
D***5,북한강자전거길,201908**,F,3,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,금천구,시흥2동,,애플,SKT,https://khlim12.blog.me/221497809392,북한강 자전거길 3차 종주하다
D***4,북한강자전거길,201908**,M,2,무직,200~299만원,아니오,          ,단독주택,서울,강동구,천호1동,,삼성,KT,https://m.blog.naver.com/swtty20/221684562170,전기 자전거 라이딩 가평춘천까지 북한강 자전거길
D***4,국토종주자전거길,201908**,M,5,,,      ,          ,,경기,화성시,안녕동,,,,https://m.blog.naver.com/fendy67/221676763853,국토종주 자전거길양평미술관이포보
D***1,아라뱃길자전거길,201908**,M,4,,,      ,          ,,서울,서대문구,남가좌1동,,,,https://blog.naver.com/topvogus/221513296415,경인 아라뱃길 자전거길
D***4,유천교자전거길,201908**,F,3,,,      ,          ,,경기,수원시 권선구,입북동,,,,https://blog.naver.com/eoqkr0966/221490579331,유천교 자전거길
D***9,새재자전거길,201908**,M,3,,,      ,          ,,서울,강북구,미아동,,,,https://m.cafe.naver.com/unicyclists/31601,사단법인 한국외발자전거협회
D***6,김포평화누리자전거길,201908**,F,3,,,      ,          ,,서울,강동구,성내3동,,,,https://m.blog.naver.com/bakunhoo/221622395630,김포 평화누리자전거길
D***2,북한강자전거길,201908**,M,2,,,      ,          ,,경기,성남시 중원구,은행1동,,,,https://m.blog.naver.com/chaeyak/221712508040,강촌 춘천 여행  북한강 자전거길
D***7,굴포천자전거길,201908**,M,4,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,아니오,          ,아파트/ 주상복합,경기,광명시,소하1동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)",LG,LG U+,https://blog.naver.com/2058mangi/221492869954,인천굴포천 자전거길 라이딩  자전거 여행
D***9,금강자전거길,201908**,M,3,,,      ,          ,,경남,창원시 의창구,북면,,,,https://m.blog.naver.com/24oo/221714742817,국토종주 금강자전거길 합강공원  세종보  금강하구둑
D***1,오천자전거길,201908**,F,2,퇴직/연금생활자,500~599만원,아니오,          ,오피스텔,서울,강서구,우장산동,,삼성,KT,https://m.blog.naver.com/kangsoo0/221581760460,20190706 오천자전거길 괴산 행촌교차로세종 합강공원 자전거 라이딩
D***5,이화령자전거길,201908**,F,5,,,      ,          ,,서울,강동구,명일2동,,,,https://m.blog.naver.com/u-jeen/221569533546,새재자전거길 이화령 라이딩
D***6,금호강자전거길,201908**,M,4,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,노원구,월계동,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)",애플,KT,https://blog.naver.com/dgdonggu/221497785665,대구 동구 금호강 자전거길에 자전거 타러 오세요  윤혜정 기자  자전거 대여
D***8,영산강자전거길,201908**,M,3,,,      ,          ,,광주,서구,화정1동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)",,,https://m.blog.naver.com/cp2147/221533999210,영산강자전거길 종주 친구와 함께
D***5,동해안자전거길,201908**,F,5,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,영등포구,문래동3가,,LG,KT,https://m.blog.naver.com/bhchang61/221556181912,동해안 자전거길  월포강구항
D***1,양산자전거길,201908**,F,4,"주부 (전업주부, 파트타임 근무 주부)","1,000만원 이상",예    ,자녀 있음 ,아파트/ 주상복합,경기,화성시,반송동,"중형차 (쏘나타, K5, 말리부, 골프급 등)",삼성,KT,https://m.blog.naver.com/hoho2693/221569502041,양산자전거길
D***2,낙동강자전거길,201908**,M,2,,,      ,          ,,인천,부평구,구산동,,,,https://m.blog.naver.com/llblessingll/221536049910,양산라이딩 서비바이크 낙동강자전거길  배태고개  밀양댐  역순 갑자기 분위기 90km
D***2,만경강자전거길,201908**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,아니오,          ,연립주택/ 다세대/ 빌라,대전,대덕구,중리동,"중형차 (쏘나타, K5, 말리부, 골프급 등)",삼성,SKT,https://m.blog.naver.com/arabianna/221664146989,만경강 자전거길
D***7,영산강자전거길,201908**,M,2,,,      ,          ,,경기,고양시 일산서구,탄현동,,,,https://m.blog.naver.com/doheero/221678115541,광주 영산강 자전거길
D***9,선유도자전거길,201908**,M,2,,,      ,          ,,부산,부산진구,부전동,,,,https://m.blog.naver.com/dongku223/221665328627,가을여행주간 두루누비와 함께 한 군산 선유도 자전거길 라이딩 아자길 힐링여행
D***8,광려천자전거길,201908**,M,2,,,      ,          ,,충남,당진군,합덕읍,,,,https://m.blog.naver.com/arahaman/221679743179,함안군 자전거 타기 좋은 곳 1 광려천 자전거길
D***9,동해안자전거길,201908**,M,2,"학생 (초중고학생, 대학생, 대학원생)","1,000만원 이상",아니오,          ,아파트/ 주상복합,부산,영도구,동삼2동,,삼성,SKT,https://himneda.blog.me/221518833248,동해안자전거길 여행
D***5,아라자전거길,201908**,F,3,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,아니오,          ,아파트/ 주상복합,대구,북구,관음동,"경차 (모닝, 스파크 등)",애플,알뜰폰(MVNO),https://m.blog.naver.com/jan5829/221541365328,안양천아라자전거길백석교초지대교전등사대문고개평화누리길 2019 05 18
D***5,안성천자전거길,201908**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,부천시 원미구,중동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)",애플,KT,https://m.blog.naver.com/caflys/221716795791,안성천 자전거 길
D***9,개경포자전거길,201908**,F,4,"주부 (전업주부, 파트타임 근무 주부)",100~199만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,남양주시,호평동,,LG,SKT,https://m.blog.naver.com/gokory/221567584470,일몰 사진 찍기 좋은 곳 개경포 자전거 길
D***5,새재종주자전거길,201908**,M,3,,,      ,          ,,경기,안산시 단원구,와동,,,,https://m.blog.naver.com/haneuigu/221562323816,새재 종주 자전거길탄금대상풍교
D***4,수원비행장자전거길,201908**,F,4,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,단독주택,부산,사상구,주례2동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)",삼성,LG U+,https://m.cafe.naver.com/bikecity/2243515,수원비행장 자전거길
D***9,오천자전거길,201908**,M,5,"교직 (교사, 유치원교사, 학원강사)",100만원 미만,아니오,          ,아파트/ 주상복합,서울,관악구,성현동,"경차 (모닝, 스파크 등)",삼성,KT,https://m.blog.naver.com/jin451945/221535254093,오천자전거길  Team MM 투어라이딩  행촌교차로합강공원
D***5,제주환상자전거길,201908**,F,3,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,아니오,          ,아파트/ 주상복합,서울,구로구,구로동,"중형차 (쏘나타, K5, 말리부, 골프급 등)",삼성,SKT,https://blog.naver.com/ehoajdcnd/221511232639,제주도제주도자전거여행 2박3일 제주도환상종주자전거길 1일차
D***27,낙동강자전거길,201908**,M,2,"관리직 (사장, 간부, 고위공무원)",300~399만원,아니오,          ,오피스텔,대구,수성구,노변동,,애플,KT,https://blog.naver.com/scolebusan/221479189473,190226 스콜부산점 건강라이딩 낙동강변 자전거길
D***07,시안섬자전거길,201908**,F,2,"학생 (초중고학생, 대학생, 대학원생)",400~499만원,아니오,          ,아파트/ 주상복합,경기,안산시 단원구,고잔동,,삼성,LG U+,https://m.blog.naver.com/whochoi2060/221619696409,신안섬 자전거길 4코스 암태도자은도를 자전거로 달리다
D***26,남강자전거길,201908**,F,5,"주부 (전업주부, 파트타임 근무 주부)",500~599만원,예    ,자녀 있음 ,오피스텔,부산,해운대구,중1동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)",LG,KT,https://m.blog.naver.com/suya6904/221655728331,진주 남강자전거길 걷기 상평교혁신도시 자전거도로 개통
D***95,영산강자전거길,201908**,F,4,,,      ,          ,,경기,남양주시,호평동,,,,https://m.blog.naver.com/2263ljm/221710367915,영산강 자전거길
D***56,충주자전거길,201908**,M,2,"학생 (초중고학생, 대학생, 대학원생)",500~599만원,아니오,          ,아파트/ 주상복합,대구,동구,신천3동,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)",애플,KT,https://m.blog.naver.com/ddda34edk/221708771417,가봄충주 충주 자전거길 소개
D***78,북한강자전거길,201908**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,아니오,          ,아파트/ 주상복합,광주,서구,금호동,"중형차 (쏘나타, K5, 말리부, 골프급 등)",삼성,SKT,https://blog.naver.com/tamilnadu/221503790401,남양주 가볼만한 곳 남양주 8경 북한강 자전거길 중 하나인 물의정원의 늦겨울 풍경들
D***12,북한강자전거길,201908**,F,3,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,서초구,잠원동,,애플,알뜰폰(MVNO),https://m.blog.naver.com/sunsun1890/221548725978,북한강자전거길 남양주 물의정원 양귀비 꽃도 보고 좋아요
D***21,섬진강자전거길,201908**,M,5,"전문직 (의사, 판검사, 예술가, 종교인)",800~899만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,성남시 분당구,삼평동,"대형차 (제너시스, BMW5급 등)",삼성,SKT,https://m.blog.naver.com/suger1194/221683141772,섬진강 자전거길
D***20,금강자전거길,201908**,M,2,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,아니오,          ,아파트/ 주상복합,부산,금정구,장전2동,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)",삼성,SKT,https://m.blog.naver.com/bikenara08/221680494454,금강 자전거길을 다녀왔습니다
D***89,양재천자전거길,201908**,M,2,"학생 (초중고학생, 대학생, 대학원생)",400~499만원,아니오,          ,연립주택/ 다세대/ 빌라,제주,제주시,연동,,삼성,KT,https://m.blog.naver.com/seocho88/221621619105,양재천자전거길
D***36,중랑천자전거길,201908**,M,2,"서비스직 (요식업, 숙박업, 미용실종업원)",300~399만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,마포구,공덕동,,애플,SKT,http://m.blog.daum.net/_blog/_m/articleView.do?blogid=06OOo&articleno=15728517,중랑천 자전거길66
D***83,영산강자전거길,201908**,M,2,"사무직 (일반사무직, 공무원, 직업군인)","1,000만원 이상",아니오,          ,아파트/ 주상복합,경기,안산시 단원구,초지동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)",애플,SKT,https://m.blog.naver.com/ds3nzo/221534436409,영산강 자전거길 광주담양
D***74,수원비행장자전거길,201908**,F,3,"판매직 (상점점원, 보험설계사, 노점상)",200~299만원,아니오,          ,단독주택,서울,강북구,미아동,,LG,알뜰폰(MVNO),https://m.blog.naver.com/eyesplice/221548430574,수원 비행장 자전거 길
D***10,남한강자전거길,201908**,M,5,"전문직 (의사, 판검사, 예술가, 종교인)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,의왕시,내손동,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)",삼성,알뜰폰(MVNO),https://m.blog.naver.com/yunia0831/221554646742,라이딩일기양평 남한강 자전거길  요정이 입문 라이딩w 황해식당
D***94,제주도환상자전거길,201908**,M,3,"생산/노무직 (생산감독, 경비원, 공장근로자)",400~499만원,예    ,자녀 없음 ,아파트/ 주상복합,인천,중구,운서동,"경차 (모닝, 스파크 등)",삼성,KT,https://m.blog.naver.com/booilair/221558999503,제주도 환상 자전거길 종주
D***99,광양섬진강자전거길,201908**,M,3,기타 ,"1,000만원 이상",아니오,          ,아파트/ 주상복합,경기,고양시 덕양구,행신3동,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)",삼성,SKT,https://m.blog.naver.com/gwangyangsi/221582143975,광양 섬진강 자전거길 체험 feat 무료 자전거 대여소 광양 자전거여행
D***53,통영자전거길,201908**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 없음 ,연립주택/ 다세대/ 빌라,서울,강서구,등촌1동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)",삼성,KT,https://m.blog.naver.com/mong2328/221577393567,통영 자전거 길
D***05,오천자전거길,201908**,M,4,,,      ,          ,,서울,동작구,상도4동,,,,https://m.blog.naver.com/jounho9199/221719023436,오천자전거길행촌교차로합강공원
D***12,북한강자전거길,201908**,M,2,"전문직 (의사, 판검사, 예술가, 종교인)",200~299만원,아니오,          ,연립주택/ 다세대/ 빌라,경북,경주시,노동동,"중형차 (쏘나타, K5, 말리부, 골프급 등)",,,https://blog.naver.com/ehtmzl71/221489492053,연한 봄빛과 모처럼 맑은 공기  서울 탄천합수부 팔당대교 운길산역 북한강자전거길 닭갈비늦은 점심 청평역
D***84,한강자전거길,201908**,M,5,,,      ,          ,,서울,관악구,은천동,,삼성,SKT,https://m.blog.naver.com/takitani9/221650060588,한강 자전거길
D***37,남한강자전거길,201908**,M,3,"전문직 (의사, 판검사, 예술가, 종교인)",800~899만원,예    ,자녀 없음 ,연립주택/ 다세대/ 빌라,서울,마포구,상암동,"중형차 (쏘나타, K5, 말리부, 골프급 등)",애플,KT,https://m.blog.naver.com/laputa69/221683698910,라이딩 로그 전철로 다녀오는 남한강 자전거길 투어 여주 강천보 이포보 따라 안합까지
D***66,남해안자전거길,201908**,M,2,"전문직 (의사, 판검사, 예술가, 종교인)","1,000만원 이상",아니오,          ,아파트/ 주상복합,서울,송파구,잠실4동,"중형차 (쏘나타, K5, 말리부, 골프급 등)",애플,KT,https://m.blog.naver.com/geochanggun/221677469969,거창흥사단과 함께한 남해안 자전거길 라이딩
D***,안양천자전거길,201908**,M,3,,,      ,          ,,경남,창원시 마산회원구,회원2동,,,,https://blog.naver.com/sunmank1/221480008830,안양천 자전거길
D***,제주환상자전거길,201908**,F,3,,,      ,          ,,서울,강남구,자곡동,,,,https://blog.naver.com/kikikikikiki1004/221524433741,제주 식빵맨의 세상 소중한 버킷리스트2 제주환상자전거길 종주 12day1일차
D***,아라뱃길자전거길,201908**,M,5,,,      ,          ,,대구,남구,이천동,,,,https://m.blog.naver.com/kkj3ng/221689369652,경인 아라뱃길 자전거길 140킬로미터 라이딩
D***,천안천원성천곡교천자전거길,201908**,F,4,,,      ,          ,,서울,강서구,가양3동,,,,https://blog.naver.com/2058mangi/221488044780,충남 천안아산천안천 원성천 곡교천 자전거길 라이딩  자전거 여행
D***,쉐도우수자전거길,201908**,M,4,,,      ,          ,,경기,용인시 수지구,상현동,,,,https://m.cafe.naver.com/bikecity/2230085,서울 쉐도우수자전거길하천 장맛비 물 구경 190728
D***1,경춘선자전거길,201908**,M,4,,,      ,          ,,경남,양산시,평산동,,,,https://blog.naver.com/2058mangi/221502347972,국토종주 경춘선 자전거길 라이딩  자전거 여행
D***2,한강자전거길,201908**,M,3,,,      ,          ,,인천,중구,운서동,,,,https://m.blog.naver.com/takitani9/221650060588,한강 자전거길
D***8,낙동강자전거길,201908**,M,2,,,      ,          ,,경기,수원시 장안구,조원동,,,,https://blog.naver.com/memy7788/221524715175,낙동강자전거길대구 옥포 걷기좋은길대구 옥포 낙동강자전거길428
D***6,금강자전거길,201908**,F,5,,,      ,          ,,전남,여수시,여서동,,,,https://m.blog.naver.com/kgsw1340/221560149673,2019 금강자전거길 걷기 4 공주 금강신관공원공주 대학2리
D***4,제주도환상자전거길,201908**,M,2,,,      ,          ,,서울,강남구,개포동,,,,https://m.blog.naver.com/khlim12/221595900482,다시 찾은 제주도 환상자전거길
D***4,제주환상자전거길,201908**,M,4,,,      ,          ,,서울,관악구,신사동,,,,https://blog.naver.com/ehoajdcnd/221511232639,제주도제주도자전거여행 2박3일 제주도환상종주자전거길 1일차
D***2,남강변자전거길,201908**,M,2,,,      ,          ,,경기,고양시 일산서구,대화동,,,,https://itdokim.blog.me/221524251298,동네산책 남강변 자전거길 걸으며 본 풍경
D***3,김포평화누리자전거길,201908**,M,3,,,      ,          ,,서울,송파구,송파2동,,,,https://m.blog.naver.com/bakunhoo/221622395630,김포 평화누리자전거길
D***3,쉐도우수자전거길,201908**,F,2,,,      ,          ,,경남,김해시,외동,,,,https://m.cafe.naver.com/bikecity/2227668,경기 쉐도우수 자전거길하천고개사적지 광릉수목원 퇴계원160724
D***8,동해안자전거길,201908**,F,2,,,      ,          ,,부산,해운대구,좌동,,,,https://m.cafe.naver.com/bikecity/2238183,강원 동해안자전거길경북강원 종주 2박3일 정복기
D***2,시흥그린웨이자전거길,201908**,M,2,,,      ,          ,,서울,동작구,상도4동,,,,https://m.blog.naver.com/daddybike/221629246397,시흥 그린웨이 자전거길 티티카카 미니벨로 자전거 여행 너무 좋았다  소래포구 관곡지 물왕저수지
D***2,섬진강자전거길,201908**,M,3,"생산/노무직 (생산감독, 경비원, 공장근로자)",200~299만원,아니오,          ,연립주택/ 다세대/ 빌라,경남,김해시,장유면,"소형차 (액센트, 프라이드, 아베오, 피아트급 등)",삼성,SKT,https://m.blog.naver.com/84days/221696079857,2 섬진강 자전거길
D***3,안양천자전거길,201908**,M,3,,,      ,          ,,서울,마포구,서교동,,,,https://homibike.blog.me/221517930065,안양 여행안양예술공원안양천 자전거길호미숙 생생 영상 mbc 파워매거진
D***5,북한강자전거길,201908**,M,4,,,      ,          ,,경남,사천시,사천읍,,,,https://m.cafe.naver.com/ram1207/124042,평택맛집멋집
D***5,금강자전거길,201908**,F,2,"학생 (초중고학생, 대학생, 대학원생)",300~399만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,양천구,신월1동,,삼성,SKT,https://blog.naver.com/jwkim7240/221496396043,언제나 즐거움을 주는 금강자전거길  세종에서 대청가는 길
D***1,선유도자전거길,201908**,F,2,,,      ,          ,,인천,중구,전동,,,,https://m.blog.naver.com/skylee0331/221662937073,군산 가볼만한곳 BEST3 선유도 자전거길부터 짚라인까지
D***3,춘천자전거길,201908**,M,3,"관리직 (사장, 간부, 고위공무원)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,대전,서구,도안동,"중형차 (쏘나타, K5, 말리부, 골프급 등)",LG,LG U+,https://m.blog.naver.com/hongyw/221709640187,춘천가볼만한 곳 춘천 자전거길  애니메이션박물관과 로봇박물관  20191107
D***6,영산강자전거길,201908**,F,2,,,      ,          ,,경기,군포시,군포1동,,,,https://m.blog.naver.com/dfghjkb/221653292683,자전거 타기 31  영산강 자전거길  팻바이크 라이딩
D***9,남양주왕숙천자전거길,201908**,M,3,,,      ,          ,,전남,목포시,연산동,,,,http://m.blog.daum.net/_blog/_m/articleView.do?blogid=0LReU&articleno=8305892,남양주  왕숙천 자전거길 라이딩
D***5,동해안자전거길,201908**,F,3,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,충북,진천군,진천읍,"준중형차 (아반떼, K3, 크루즈, 제타급 등)",삼성,KT,https://m.blog.naver.com/bhchang61/221556181912,동해안 자전거길  월포강구항
D***3,서울동남쪽자전거길,201908**,F,3,무직,400~499만원,예    ,자녀 없음 ,아파트/ 주상복합,서울,동작구,상도1동,,삼성,SKT,https://m.blog.naver.com/milcamp/221688662016,서울동남쪽 자전거길성내천 고덕천
D***2,평택자전거길,201908**,F,5,,,      ,          ,,제주,서귀포시,하예동,,,,https://m.blog.naver.com/caflys/221654328090,평택 자전거길
D***4,금강자전거길,201908**,M,3,,,      ,          ,,충남,천안시 서북구,불당동,,,,https://m.blog.naver.com/kgsw1340/221560149673,2019 금강자전거길 걷기 4 공주 금강신관공원공주 대학2리
D***8,낙동강자전거길,201908**,M,5,,,      ,          ,,울산,울주군,서생면,,,,https://m.blog.naver.com/24oo/221678071565,국토종주 낙동강 자전거길 구미보  합천창녕보 2
D***0,영산강자전거길,201908**,M,4,,,      ,          ,,울산,동구,전하1동,,,,https://blog.naver.com/kangsoo0/221497273004,2019032324 영산강자전거길 나주목포 영산강하구둑 자전거 라이딩  2일차
D***8,안양천자전거길,201908**,M,2,"학생 (초중고학생, 대학생, 대학원생)",200~299만원,아니오,          ,아파트/ 주상복합,경기,양주시,삼숭동,,삼성,SKT,https://blog.naver.com/milcamp/221522381395,안양천 자전거길목감천
D***7,남한강자전거길,201908**,M,2,,,      ,          ,,서울,성북구,동소문동7가,,,,https://m.blog.naver.com/mmosoon/221653367285,190913 남한강자전거길  중앙탑공원탄금대목행교충주댐
D***6,금강자전거길,201908**,M,3,,,      ,          ,,대구,수성구,지산1동,,,,https://blog.naver.com/biyagra54/221525519567,금강종주자전거길
D***1,남양주왕숙천자전거길,201908**,M,3,,,      ,          ,,경기,과천시,갈현동,,,,http://m.blog.daum.net/_blog/_m/articleView.do?blogid=0LReU&articleno=8305892,남양주  왕숙천 자전거길 라이딩
D***9,금강자전거길,201908**,M,3,"서비스직 (요식업, 숙박업, 미용실종업원)","1,000만원 이상",아니오,          ,연립주택/ 다세대/ 빌라,경기,광명시,광명7동,"중형차 (쏘나타, K5, 말리부, 골프급 등)",애플,SKT,https://m.blog.naver.com/kgsw1340/221588141551,2019 금강 자전거길 걷기 8
