auser_ntrs_id,info_obtn_dt,auser_sxdst_cd,age_group_cd,occpn_nm,hshld_incm_group_nm,mrrg_yn_nm,chdrn_yn_nm,rsid_fom_nm,auser_ara_ctprv_nm,auser_ara_gu_nm,auser_ara_dong_nm,car_group_nm,craln_tlphn_mkr_nm,craln_tlphn_sbscr_cmpn_nm,pltc_dgnt_cont,ecnm_dgnt_cont,sct_dgnt_cont,lilhd_dgnt_cont,wrld_dgnt_cont,it_dgnt_cont,sprt_dgnt_cont,tv_etmn_dgnt_cont,main_ntrs_cd,info_obtn_site_url,info_obtn_site_subjc_nm
D***6,201908**,F,5,,,      ,          ,,서울,금천구,가산동,,,,,,사회,,,,,,사회,https://m.news.naver.com/read.nhn?aid=0009147456&oid=003&sid1=102,[단독]SK·현대 3... :: 네이버 뉴스
D***1,201908**,M,2,,,      ,          ,,인천,남동구,논현동,,,,,,사회,,,,,,사회,https://m.news.naver.com/read.nhn?mode=LSD&mid=sec&sid1=102&oid=057&aid=0001386719,19호 태풍 하기비스 북상…한반도에 슈퍼태풍 올 수도
D***8,201908**,F,4,"교직 (교사, 유치원교사, 학원강사)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,인천,남동구,간석2동,,삼성,SKT,정치,,,,,,,,경제,https://n.news.naver.com/article/025/0002918869,트럼프 말 끝나자... :: 네이버 뉴스
D***6,201908**,F,2,,,      ,          ,,경기,수원시 장안구,천천동,,,,,,,,,,스포츠,,사회,https://m.sports.naver.com/kbaseball/news/read.nhn?oid=477&aid=0000198014,"[고척 게임노트]임창민 끝내기 송구 실책, 키움 4연승…NC 3연승 끝 :: 네이버스포츠"
D***3,201908**,M,5,"전문직 (의사, 판검사, 예술가, 종교인)",100~199만원,아니오,          ,아파트/ 주상복합,인천,남구,주안동,,LG,SKT,,,,,,,스포츠,,사회,https://m.sports.naver.com/basketball/news/read.nhn?oid=570&aid=0000000956,"[WHY NOT? TOUR] NBA 스타 러셀 웨스트브룩, 연세대 등판 :: 네이버스포츠"
D***1,201908**,M,3,,,      ,          ,,인천,계양구,서운동,,,,,경제,,,,,,,경제,https://m.news.naver.com/read.nhn?mode=LSD&mid=sec&sid1=101&oid=001&aid=0010740248,차량용 공기청정... :: 네이버 뉴스
D***7,201908**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,하남시,선동,"중형차 (쏘나타, K5, 말리부, 골프급 등)",삼성,SKT,,,사회,,,,,,사회,https://n.news.naver.com/article/009/0004439174,휴일 공장사람들 밥 챙기러 왔다가…어촌에 귀향해 꿈 키우던 부부인데…
D***0,201908**,M,2,,,      ,          ,,서울,양천구,목2동,,,,,,,,,,스포츠,,스포츠,https://m.sports.naver.com/video.nhn?id=547162,네이버 스포츠
D***4,201908**,M,3,,,      ,          ,,충남,천안시 서북구,불당동,,,,,,,,,IT,,,TV연예,https://m.news.naver.com/rankingRead.nhn?oid=018&aid=0004492984&ntype=RANKING&rc=N,장롱폰 끼고 있지 말고 정리하고 용돈 버세요
D***0,201908**,M,2,"기능직 (자동차정비, 운전기사, 안경사, 택시기사)",600~699만원,아니오,          ,아파트/ 주상복합,경기,오산시,세교동,"소형SUV/CUV (티볼리, QM3 등)",LG,LG U+,,,,,세계,,,,사회,https://n.news.naver.com/article/025/0002944257,최악 1000㎜ 폭우 쏟아졌다…공포의 일본 각자 목숨 지켜라
D***2,201908**,F,4,,,      ,          ,,서울,구로구,구로1동,,,,,,사회,,,,,,사회,https://m.news.naver.com/rankingRead.nhn?oid=056&aid=0010751186&ntype=RANKING&rc=N,[사건후] “돈 불려주겠다”며 친구 가정 파탄 낸 그녀의 정체는?
D***2,201908**,F,4,,,      ,          ,,서울,구로구,구로1동,,,,,,,,,,스포츠,,사회,https://m.sports.naver.com/basketball/news/read.nhn?oid=398&aid=0000027124,"NBA의 미래? 자이언 윌리엄슨, 데뷔 시즌 크리스마스 매치 나선다 :: 네이버스포츠"
D***9,201908**,M,3,,,      ,          ,,서울,강서구,가양동,,,,,,,,세계,,,,사회,https://m.news.naver.com/memoRankingRead.nhn?oid=005&aid=0001245400&sid1=104&date=20191003&ntype=MEMORANKING,“남아 165만원-여아 99만원”…‘여성 납치-성폭행-출산’ 아기공장 적발
D***2,201908**,M,3,,,      ,          ,,대구,북구,서변동,,,,,,사회,,,,,,사회,https://m.news.naver.com/read.nhn?mode=LSD&mid=sec&sid1=102&oid=014&aid=0004305343,日부친사망으로 한국인 어머니 국적 취득한 한국인…″군 면제대상 아냐″
D***0,201908**,F,3,,,      ,          ,,서울,성동구,행당1동,,,,,,사회,,,,,,사회,https://n.news.naver.com/article/015/0004122403,와글와글｜계산... :: 네이버 뉴스
D***6,201908**,M,2,,,      ,          ,,서울,강서구,내발산동,,,,,,사회,,,,,,사회,https://n.news.naver.com/article/015/0004126125?ntype=RANKING,승리 성접대 사... :: 네이버 뉴스
D***9,201908**,M,3,,,      ,          ,,경기,고양시 일산서구,탄현동,,,,,,,,,,,TV연예,스포츠,https://m.entertain.naver.com/ranking#/defaultRanking/default/20191031/30,많이 본 뉴스 :: 네이버 TV연예
D***3,201908**,F,3,,,      ,          ,,경기,수원시 팔달구,매산로3가,,,,정치,,,,,,,,사회,https://n.news.naver.com/article/449/0000173323,북한 매체 ‘이방... :: 네이버 뉴스
D***9,201908**,F,2,,,      ,          ,,서울,양천구,신정1동,,,,,,사회,,,,,,사회,https://m.news.naver.com/read.nhn?mode=LSD&mid=sec&sid1=102&oid=025&aid=0002952007,"故조비오 신부 조카 “전두환, 재판 불출석 이유 사라졌다”"
D***2,201908**,M,2,,,      ,          ,,인천,부평구,삼산동,,,,,,,,,,스포츠,,사회,https://m.sports.naver.com/baseball/gamecenter/kbo/index.nhn?gameId=20190727LGKT02019,LG vs KT : 네이버 스포츠
D***5,201908**,M,3,,,      ,          ,,경남,창원시 의창구,북면,,,,,경제,,,,,,,경제,https://m.news.naver.com/rankingRead.nhn?oid=277&aid=0004461950&sid1=101&ntype=RANKING,빽다방 커피 고... :: 네이버 뉴스
D***4,201908**,M,5,,,      ,          ,,서울,동대문구,휘경2동,,,,,,,,,,스포츠,,스포츠,https://m.sports.naver.com/kbaseball/news/read.nhn?oid=241&aid=0002926150,"[IS 냉탕] 또 흔들린 한화 김범수, 이번에도 스스로 무너졌다 :: 네이버스포츠"
D***4,201908**,F,4,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 없음 ,연립주택/ 다세대/ 빌라,서울,송파구,삼전동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)",애플,LG U+,정치,,,,,,,,사회,https://n.news.naver.com/article/023/0003446137?ntype=RANKING,"전여옥 달창, 사... :: 네이버 뉴스"
D***4,201908**,F,4,,,      ,          ,,전북,익산시,부송동,,,,,,사회,,,,,,스포츠,https://m.news.naver.com/rankingRead.nhn?oid=421&aid=0004323404&sid1=&ntype=RANKING,파주 군부대서 훈련중 폭발사고…2명 부상(속보)
D***5,201908**,F,3,"사무직 (일반사무직, 공무원, 직업군인)",600~699만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,영등포구,문래동6가,"준중형차 (아반떼, K3, 크루즈, 제타급 등)",애플,LG U+,,,사회,,,,,,사회,https://n.news.naver.com/article/469/0000378602,팬싸인회 가려면... :: 네이버 뉴스
D***1,201908**,F,5,,,      ,          ,,서울,서초구,방배2동,,,,,,사회,,,,,,사회,https://n.news.naver.com/article/052/0001275181,경찰에 체포된 황... :: 네이버 뉴스
D***0,201908**,F,2,,,      ,          ,,전남,목포시,용해동,,,,,,,,세계,,,,사회,https://n.news.naver.com/article/020/0003229027,원유 수출 대박 ... :: 네이버 뉴스
D***5,201908**,M,3,,,      ,          ,,서울,동대문구,용두동,,,,,,,,,,스포츠,,스포츠,"https://m.sports.naver.com/comment/list.nhn?objectId=news413,0000087532&sort=LIKE","[오피셜] 영입 한달 만에 말라가, 오카자키 신지와 계약 해지 :: 네이버스포츠"
D***0,201908**,F,3,무직,400~499만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,강남구,역삼동,,애플,SKT,,,사회,,,,,,사회,https://n.news.naver.com/article/055/0000732036,[단독] 음식물 쓰... :: 네이버 뉴스
D***3,201908**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,경남,진주시,상대동,중형파생 (I40 등),기타,알뜰폰(MVNO),,,사회,,,,,,사회,https://m.news.naver.com/read.nhn?oid=025&aid=0002896986&sid1=102&mode=LSD,슬리퍼 차림 경찰... :: 네이버 뉴스
D***1,201908**,F,2,"기능직 (자동차정비, 운전기사, 안경사, 택시기사)",100~199만원,아니오,          ,아파트/ 주상복합,대구,달서구,월성동,,애플,SKT,,,,,,,스포츠,,사회,https://m.sports.naver.com/wbaseball/news/read.nhn?oid=108&aid=0002804332,"간절한 다저스 리치 힐, 길게 못 던져도 PS 데리고 가고파 :: 네이버스포츠"
D***7,201908**,M,5,,,      ,          ,,울산,동구,화정동,,,,,,사회,,,,,,사회,https://n.news.naver.com/article/023/0003458570,때려도 살인자만 ... :: 네이버 뉴스
D***0,201908**,F,4,"전문직 (의사, 판검사, 예술가, 종교인)",700~799만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,고양시 일산동구,풍동,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)",삼성,SKT,,,,,,,스포츠,,사회,https://m.sports.naver.com/video.nhn?id=568651&type=GAMECENTER,네이버 스포츠
D***1,201908**,M,3,무직,"1,000만원 이상",아니오,          ,오피스텔,대구,북구,금호동,,LG,알뜰폰(MVNO),,,사회,,,,,,사회,https://n.news.naver.com/article/028/0002448954,양조공장 숙성조... :: 네이버 뉴스
D***8,201908**,F,2,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,제주,제주시,외도2동,"경차 (모닝, 스파크 등)",삼성,SKT,,,,,,,스포츠,,스포츠,https://m.sports.naver.com/video.nhn?id=567019&type=GAMECENTER,네이버 스포츠
D***8,201908**,F,2,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,제주,제주시,외도2동,"경차 (모닝, 스파크 등)",삼성,SKT,,,,,,,스포츠,,스포츠,https://m.sports.naver.com/wfootball/news/read.nhn?oid=477&aid=0000201497,"‘네이마르 협상에 날 이용해?’ 베일이 뿔났다, 레알에 법적 고소 협박 :: 네이버스포츠"
D***6,201908**,M,3,,,      ,          ,,서울,강서구,가양2동,,,,,,,,,,스포츠,,TV연예,https://m.sports.naver.com/kfootball/news/read.nhn?oid=468&aid=0000521469,정정용 감독의 뼈 있는 농담? 강인아 2년 뒤에 다시 보자 [SS영상] :: 네이버스포츠
D***2,201908**,M,5,,,      ,          ,,인천,서구,가정동,,,,,,,,,,스포츠,,사회,https://m.sports.naver.com/wfootball/news/read.nhn?oid=413&aid=0000086332,"[EPL POINT] EPL 이적 마감, 막판 승자는 북런던 아스널-토트넘 :: 네이버스포츠"
D***9,201908**,F,2,,,      ,          ,,경북,칠곡군,가산면,,,,,,사회,,,,,,사회,https://m.news.naver.com/read.nhn?oid=025&aid=0002896986&sid1=102&mode=LSD,슬리퍼 차림 경찰... :: 네이버 뉴스
D***2,201908**,M,2,,,      ,          ,,경남,창원시 성산구,상남동,,,,,,,,,,스포츠,,스포츠,https://m.sports.naver.com/wbaseball/news/read.nhn?oid=529&aid=0000035882,"[메이저리그 투나잇] 벨린저, 다저스 최단 경기 100호 홈런 위업 :: 네이버스포츠"
D***8,201908**,M,3,,,      ,          ,,서울,강서구,마곡동,,,,,,,,,,스포츠,,스포츠,https://m.sports.naver.com/wfootball/news/read.nhn?oid=410&aid=0000621213,프랑스프로축구연맹 “황의조 팬 마음 사로잡을 것” :: 네이버스포츠
D***0,201908**,M,4,"생산/노무직 (생산감독, 경비원, 공장근로자)",200~299만원,아니오,          ,아파트/ 주상복합,부산,영도구,동삼동,"경차 (모닝, 스파크 등)",삼성,KT,,,사회,,,,,,스포츠,https://n.news.naver.com/article/469/0000378602,팬싸인회 가려면... :: 네이버 뉴스
D***1,201908**,F,4,,,      ,          ,,충북,청주시 흥덕구,가경동,,,,,,,,,,,TV연예,스포츠,https://m.entertain.naver.com/read?oid=416&aid=0000242763,정가은 복통에 응급실..번개보다 빨리 온 하지영…훈훈한 우정 :: 네이버 TV연예
D***1,201908**,M,2,"학생 (초중고학생, 대학생, 대학원생)","1,000만원 이상",아니오,          ,단독주택,충북,청주시 흥덕구,복대2동,,애플,SKT,,,,,,,스포츠,,스포츠,https://m.sports.naver.com/kbaseball/photocenter/sports?albumId=81687&imgId=2065120&ctg=kbo&listUrl=https://m.sports.naver.com/kbaseball/photocenter/index.nhn&historyBack=true,포토 :: 네이버스포츠
D***7,201908**,M,4,,,      ,          ,,서울,마포구,신수동,,,,,,사회,,,,,,경제,https://n.news.naver.com/article/001/0011120147,연천 DMZ 멧돼지 폐사체서 돼지열병 바이러스…첫 검출(종합)
D***2,201908**,F,4,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,노원구,월계3동,,삼성,KT,정치,,,,,,,,스포츠,https://m.news.naver.com/rankingRead.nhn?oid=003&aid=0009537861&sid1=100&ntype=RANKING,"신보라, 비서 남편 한국당 청년인재 영입 논란에 관여 안해"
D***3,201908**,M,2,"학생 (초중고학생, 대학생, 대학원생)",300~399만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,종로구,부암동,,애플,KT,,,,생활,,,,,생활,https://n.news.naver.com/article/018/0004377235,[혼행의 역설①] ... :: 네이버 뉴스
D***2,201908**,M,4,,,      ,          ,,대전,대덕구,미호동,,,,,,사회,,,,,,사회,https://n.news.naver.com/article/005/0001189258?ntype=RANKING,[현장영상] 박유... :: 네이버 뉴스
D***2,201908**,M,4,,,      ,          ,,대전,대덕구,미호동,,,,,,,,,,스포츠,,사회,https://m.sports.naver.com/kfootball/news/read.nhn?oid=003&aid=0009369990,"사인회 거부한 호날두, 선발에서 빠져 :: 네이버스포츠"
D***5,201908**,M,2,,,      ,          ,,경기,용인시 처인구,남동,,,,,,사회,,,,,,사회,https://m.news.naver.com/read.nhn?aid=0004337013&oid=018&sid1=102,[세상에 이런 재... :: 네이버 뉴스
D***7,201908**,M,2,"학생 (초중고학생, 대학생, 대학원생)",700~799만원,아니오,          ,아파트/ 주상복합,경기,안산시 상록구,사동,,삼성,SKT,,,사회,,,,,,사회,https://m.news.naver.com/rankingRead.nhn?oid=008&aid=0004288001&ntype=RANKING&rc=N,"한서희와 열애설, 얼짱시대 출신 정다은은 누구?"
D***2,201908**,F,4,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,성남시 중원구,도촌동,"경차 (모닝, 스파크 등)",삼성,SKT,,,사회,,,,,,사회,https://n.news.naver.com/article/008/0004244363,[속보]정하영 시... :: 네이버 뉴스
D***6,201908**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 없음 ,아파트/ 주상복합,경기,김포시,구래동,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)",LG,KT,,,사회,,,,,,사회,https://n.news.naver.com/article/047/0002232193,한때 1위 박원... :: 네이버 뉴스
D***7,201908**,F,4,"주부 (전업주부, 파트타임 근무 주부)",100~199만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,남양주시,호평동,,LG,SKT,,,,,,,스포츠,,사회,https://m.sports.naver.com/video.nhn?id=571520,네이버 스포츠
D***4,201908**,M,4,"서비스직 (요식업, 숙박업, 미용실종업원)",200~299만원,아니오,          ,오피스텔,서울,구로구,구로3동,,LG,SKT,,,사회,,,,,,경제,https://n.news.naver.com/article/421/0004075773,이재명 “일본제... :: 네이버 뉴스
D***2,201908**,F,4,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,도봉구,방학2동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)",삼성,SKT,,,사회,,,,,,사회,https://n.news.naver.com/article/023/0003458074,10억 기부천사 할... :: 네이버 뉴스
D***1,201908**,M,2,"자영업 (도소매업, 숙박업, 미용업)",500~599만원,예    ,자녀 없음 ,연립주택/ 다세대/ 빌라,전남,고흥군,대서면,,기타,SKT,,,사회,,,,,,사회,https://m.news.naver.com/read.nhn?mode=LSD&mid=sec&sid1=102&oid=025&aid=0002896484,퇴직 뒤 경조사비... :: 네이버 뉴스
D***6,201908**,M,3,"교직 (교사, 유치원교사, 학원강사)",100만원 미만,아니오,          ,단독주택,경남,거제시,거제면,"경차 (모닝, 스파크 등)",LG,LG U+,,,사회,,,,,,사회,https://n.news.naver.com/article/277/0004446598?ntype=RANKING,남성 마약사범 ... :: 네이버 뉴스
D***8,201908**,M,3,,,      ,          ,,대전,유성구,송강동,"중형차 (쏘나타, K5, 말리부, 골프급 등)",,,,경제,,,,,,,스포츠,https://m.news.naver.com/read.nhn?mode=LSD&mid=sec&sid1=101&oid=003&aid=0009558073,금융상품 잘못팔면 CEO가 책임…수입의 최대 50% 과징금 물수도(종합)
D***2,201908**,F,2,무직,100만원 미만,아니오,          ,연립주택/ 다세대/ 빌라,부산,동래구,온천동,,LG,KT,,,,,세계,,,,사회,https://m.news.naver.com/read.nhn?mode=LSD&mid=sec&sid1=104&oid=025&aid=0002955047,"지소미아 살리자, 日 징용판결 압박 자산 현금화 땐 더 심각"
D***2,201908**,M,2,"학생 (초중고학생, 대학생, 대학원생)",200~299만원,아니오,          ,아파트/ 주상복합,제주,서귀포시,성산읍,,삼성,SKT,,,사회,,,,,,사회,https://m.news.naver.com/read.nhn?oid=057&aid=0001384483&sid1=102&mode=LSD,고무통에 시신 숨긴 엽기 부부…양형 기준 넘긴 중형
D***2,201908**,M,2,"학생 (초중고학생, 대학생, 대학원생)",200~299만원,아니오,          ,아파트/ 주상복합,제주,서귀포시,성산읍,,삼성,SKT,,,,,,,스포츠,,사회,https://m.sports.naver.com/kbaseball/news/read.nhn?oid=477&aid=0000209630,"롯데 외국인 3명, 26일 경기로 시즌 조기 마감 :: 네이버스포츠"
D***5,201908**,F,3,"주부 (전업주부, 파트타임 근무 주부)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,성남시 분당구,구미동,,삼성,KT,,,사회,,,,,,사회,https://n.news.naver.com/article/028/0002460202,팀원 룸살롱에 ... :: 네이버 뉴스
D***1,201908**,M,5,"관리직 (사장, 간부, 고위공무원)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,과천시,문원동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)",삼성,LG U+,,,,,,,스포츠,,스포츠,https://m.sports.naver.com/kbaseball/news/read.nhn?oid=382&aid=0000758328,"[현장리포트] 약 반년 만에 홈구장 찾은 이용규, “해서는 안 될 잘못했다” :: 네이버스포츠"
D***2,201908**,M,5,"기능직 (자동차정비, 운전기사, 안경사, 택시기사)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,,,,"중형차 (쏘나타, K5, 말리부, 골프급 등)",,,,,사회,,,,,,사회,https://m.news.naver.com/read.nhn?mode=LSD&mid=sec&sid1=102&oid=057&aid=0001386207,[단독] 흉기 들고 수십 미터 쫓아와…번화가 한복판서 흉기 휘둘러
D***5,201908**,F,5,"사무직 (일반사무직, 공무원, 직업군인)",800~899만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,양천구,목동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)",애플,LG U+,정치,,,,,,,,사회,https://n.news.naver.com/article/025/0002921271,7월18일→8월24일... :: 네이버 뉴스
D***6,201908**,M,2,,,      ,          ,,대구,북구,침산2동,,,,,,,,,,스포츠,,사회,https://m.sports.naver.com/wbaseball/news/read.nhn?oid=139&aid=0002115501,"美 매체, RYU, 놀라움을 선사했다 :: 네이버스포츠"
D***27,201908**,M,2,"생산/노무직 (생산감독, 경비원, 공장근로자)",200~299만원,아니오,          ,연립주택/ 다세대/ 빌라,경기,안산시 단원구,고잔1동,"경차 (모닝, 스파크 등)",애플,SKT,,,사회,,,,,,사회,https://n.news.naver.com/article/023/0003458942,국민연금 타는 사... :: 네이버 뉴스
D***47,201908**,M,5,"생산/노무직 (생산감독, 경비원, 공장근로자)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,인천,부평구,부개2동,"중형차 (쏘나타, K5, 말리부, 골프급 등)",LG,SKT,,,사회,,,,,,사회,https://n.news.naver.com/article/025/0002904265,황하나가 박유천... :: 네이버 뉴스
D***71,201908**,M,2,"학생 (초중고학생, 대학생, 대학원생)",200~299만원,아니오,          ,아파트/ 주상복합,경기,남양주시,도농동,,삼성,SKT,,,,,,,,TV연예,사회,https://m.entertain.naver.com/read?oid=609&aid=0000094931,"휘성 녹취록 공개, “다 돌려 놓겠다”던 에이미 여전히 침묵ing :: 네이버 TV연예"
D***00,201908**,M,3,"서비스직 (요식업, 숙박업, 미용실종업원)",700~799만원,예    ,자녀 없음 ,아파트/ 주상복합,경기,고양시 일산동구,백석1동,"소형차 (액센트, 프라이드, 아베오, 피아트급 등)",삼성,KT,,,,,,,,TV연예,정치,https://m.entertain.naver.com/read?oid=382&aid=0000729377,‘녹두꽃’ 윤시윤의 3色 매력…연기력에 비주얼까지 ‘열일’ :: 네이버 TV연예
D***04,201908**,M,5,"관리직 (사장, 간부, 고위공무원)",800~899만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,파주시,광탄면,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)",LG,LG U+,,,사회,,,,,,사회,https://m.news.naver.com/rankingRead.nhn?oid=005&aid=0001262739&sid1=102&ntype=RANKING,"“안인득, 목·머리 등 급소만 찔렀다…연구 안 하고 그럴 수 있겠나”"
D***35,201908**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",600~699만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,은평구,응암동,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)",삼성,SKT,,경제,,,,,,,경제,https://n.news.naver.com/article/032/0002950062,지천명(知天命)에... :: 네이버 뉴스
D***35,201908**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",600~699만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,은평구,응암동,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)",삼성,SKT,,,사회,,,,,,경제,https://m.news.naver.com/rankingRead.nhn?oid=001&aid=0010744759&sid1=102&ntype=RANKING,마약 공급책의 배... :: 네이버 뉴스
D***54,201908**,F,4,"자영업 (도소매업, 숙박업, 미용업)",200~299만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,구로구,개봉2동,,삼성,LG U+,,,,,,,스포츠,,사회,https://m.sports.naver.com/baseball/gamecenter/kbo/index.nhn?gameId=33331007LGWO02019&tab=vod,LG vs 키움 : 네이버 스포츠
D***50,201908**,F,3,"주부 (전업주부, 파트타임 근무 주부)",100~199만원,예    ,자녀 없음 ,아파트/ 주상복합,경기,안양시 동안구,비산1동,,LG,KT,,,사회,,,,,,사회,https://n.news.naver.com/article/449/0000173627,차량용 승강기 진... :: 네이버 뉴스
D***62,201908**,M,5,"생산/노무직 (생산감독, 경비원, 공장근로자)",300~399만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,제주,제주시,한림읍,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)",삼성,KT,,,사회,,,,,,사회,https://m.news.naver.com/read.nhn?mode=LSD&mid=sec&sid1=102&oid=001&aid=0010740571,아산 설화산서 불... :: 네이버 뉴스
D***37,201908**,M,2,"학생 (초중고학생, 대학생, 대학원생)",100만원 미만,아니오,          ,연립주택/ 다세대/ 빌라,강원,원주시,흥업면,,삼성,SKT,,,사회,,,,,,사회,https://n.news.naver.com/article/449/0000173580,30톤 외벽이 바람... :: 네이버 뉴스
D***38,201908**,M,2,"관리직 (사장, 간부, 고위공무원)",500~599만원,아니오,          ,오피스텔,서울,금천구,가산동,,,휴대전화 사용안함,,,,,,,스포츠,,스포츠,https://m.sports.naver.com/baseball/gamecenter/kbo/index.nhn?gameId=20190605HHLT02019,한화 vs 롯데 : 네이버 스포츠
D***91,201908**,F,3,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,아니오,          ,연립주택/ 다세대/ 빌라,부산,부산진구,양정2동,"경차 (모닝, 스파크 등)",삼성,SKT,,,,,,,스포츠,,스포츠,https://m.sports.naver.com/worldbaseball/gamecenter/mlb/index.nhn?gameId=20190824NYLA0,뉴욕 양키스 vs LA 다저스 : 네이버 스포츠
D***17,201908**,M,2,"학생 (초중고학생, 대학생, 대학원생)",100만원 미만,아니오,          ,오피스텔,경기,의정부시,의정부1동,,애플,LG U+,,,,,,,스포츠,,스포츠,https://m.sports.naver.com/kfootball/news/read.nhn?oid=108&aid=0002790441,"[★현장] 이강인 영입하고 싶다!는 모라이스 감독, 이적료 1070억 듣고 깜짝 :: 네이버스포츠"
D***17,201908**,M,2,"학생 (초중고학생, 대학생, 대학원생)",100만원 미만,아니오,          ,오피스텔,경기,의정부시,의정부1동,,애플,LG U+,,,,,,,스포츠,,스포츠,https://m.sports.naver.com/worldbaseball/gamecenter/mlb/index.nhn?gameId=20190829TEAN0,텍사스 vs LA 에인절스 : 네이버 스포츠
D***11,201908**,F,2,무직,100만원 미만,아니오,          ,아파트/ 주상복합,서울,성동구,금호동1가,,삼성,KT,정치,,,,,,,,사회,https://n.news.naver.com/article/277/0004493946?ntype=RANKING,[속보] 합참 레... :: 네이버 뉴스
D***24,201908**,M,2,"관리직 (사장, 간부, 고위공무원)","1,000만원 이상",아니오,          ,단독주택,경북,문경시,점촌동,,애플,KT,,,,,,,스포츠,,사회,https://m.sports.naver.com/kbaseball/news/read.nhn?oid=477&aid=0000187835,오선진 죄송합니다 죄송합니다 죄송합니다 :: 네이버스포츠
D***26,201908**,M,4,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,울산,동구,전하동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)",삼성,KT,,,사회,,,,,,사회,https://m.news.naver.com/read.nhn?oid=028&aid=0002467407&sid1=102&mode=LSD,아들 마중 갔다가…‘음주운전‘ 아들 트럭에 어머니 치여 숨져
D***98,201908**,M,2,,,      ,          ,,경기,화성시,동탄면,,애플,LG U+,,,사회,,,,,,사회,https://n.news.naver.com/article/025/0002919458,[단독]경영계 최... :: 네이버 뉴스
D***98,201908**,M,2,,,      ,          ,,경기,화성시,동탄면,,애플,LG U+,,,,,,,스포츠,,사회,https://m.sports.naver.com/kfootball/news/read.nhn?oid=119&aid=0002342863,호날두도 피할 수 없는 ‘두유노’ 입국심사 :: 네이버스포츠
D***40,201908**,F,3,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,아니오,          ,오피스텔,서울,영등포구,영등포동8가,,삼성,SKT,,,사회,,,,,,사회,https://n.news.naver.com/article/001/0010742153,[르포] 대피·폭... :: 네이버 뉴스
D***88,201908**,M,4,,,      ,          ,,서울,관악구,난곡동,,,,,,,,,,스포츠,,스포츠,https://m.sports.naver.com/wbaseball/news/read.nhn?oid=109&aid=0004079507,"뷸러, 5이닝 6실점 부진…시즌 12승 요건은 달성[오!쎈 현장] :: 네이버스포츠"
